id,label,definition
ก๓๓_15,ตาปลาดุก,ตาที่มีลักษณะเล็ก
ก๓๓_16,ตาสองชั้น,ตาที่มีหนังตาซ้อนกันเห็นเป็นสองชั้น
ก๓๓_17,ตาชั้นเดียว,ตาที่หนังตามิได้ซ้อนกัน
ก๓๔,สภาพผิดปรกติของดวงตา,
ก๓๔_1,ตาเหล่,ตาข้างใดข้างหนึ่งไม่อาจมองตรงได้ ตา ๒ ข้างจึงมองไปที่จุดต่างกัน
ก๓๔_2,ตาเข,ตาดำมารวมตรงกลาง
ก๓๔_3,ตาเอก,ตาดำข้างหนึ่งเอียงเข้าทางหัวตาไม่มากนัก
ก๓๔_4,ตาส่อน,ตาเขนิดหน่อย
ก๓๔_5,ตากระเจาะ,มีแผลเป็นที่ลูกตา
ก๓๕,สภาพผิดปรกติของสายตา,
ก๓๕_1,ตาสั้น,เห็นระยะใกล้ได้ชัด เห็นระยะไกลไม่ชัด
ก๓๕_2,ตายาว,มองใกล้เห็นไม่ชัด มองไกลเห็นชัด
ก๓๕_3,"ตาแก่, ตาคนแก่",เห็นระยะใกล้ไม่ชัด เห็นระยะไกลได้ชัด เนื่องจากอายุมาก
ก๓๕_4,ตาเอียง,เห็นภาพเอียงๆ
ก๓๕_5,ตากลับ,กลับเห็นชัดเจนขึ้นเมื่อายุมาก; ตาดำเคลื่อนไปมาก [ใช้ในคำกล่าว ค้อนจนตากลับ]
ก๓๖,สภาพการเห็น,
ก๓๖_1,ตาไว,เห็นได้เร็ว
ก๓๖_2,ตาเซ่อ,เห็นได้ช้า
ก๓๖_3,ตามัว,เห็นภาพเลือนๆ ไม่ชัดเจน
ก๓๖_4,"ตาพร่า, พร่ามัว; ดวงตาพร่าพราย (เขียน)",เห็นภาพขาดๆ ไม่ชัดเจน เช่น ดวงตาพร่าพรายไม่เห็นคู่ต่อสู้
ก๓๖_5,ตามืด,ไม่เห็นแสงใดๆ
ก๓๖_6,ตาบอด,มองไม่เห็น
ก๓๖_7,ตาบอดตาใส,มองไม่เห็น แต่ตาดูเหมือนเป็นปรกติ
ก๓๖_8,ตาบอดสี,เห็นสีผิดไป
ก๓๖_9,ตาฝาด,เห็นผิดพลาดไป
ก๓๖_10,"ตาถั่ว, ตาลอ",มองไม่ค่อยเห็น เพราะมีจุดขาวๆ มัว อยู่กลางตาดำ
ก๓๖_11,ตาฟาง,ตาที่เห็นได้รางเลือน
ก๓๗,ตาแสดงความรู้สึก,
ก๓๗_1,ตาเชื่อม; เยิ้ม,ตาที่แสดงความรัก
ก๓๗_2,"ตาขวาง, ขุ่น, เขียว, ขุ่นเขียว, ถลน, ลุกวาว, วาว, วาวโรจน์",ตาที่แสดงความโกรธ
ก๓๗_3,ตาปรอย,ตาที่แสดงความเสียใจ เมื่อถูกดุ เป็นต้น
ก๓๗_4,"ตาเฟื้องตาสลึง, ตาเล็กตาน้อย",ตาที่แสดงอาการชอบพอรักใคร่
ก๓๗_5,ตาแดงๆ,ตาที่แสดงความโศก
ก๓๗_6,ตาเป็นมัน (สำ),ตาที่แสดงความพอใจอยากได้
ก๓๗_7,ตาละห้อย,ตาที่แสดงความเสียใจหรือเสียดาย
ก๓๘,คิ้ว,
ก๓๘_1,"คิ้ว; พระขนง, พระภมู (ราชา); ขนง, ภมุ, ภมุกะ, ภมุกา, ภรู, ภรูมณฑล (กวี)",ส่วนโค้งของกระบอกตาด้านบนซึ่งมีขนขึ้น [ล.ว่า ข้าง]
ก๓๘_2,หัวคิ้ว,ส่วนต้นของคิ้ว
ก๓๘_3,หางคิ้ว,ส่วนปลายของคิ้ว
ก๓๙,ลักษณะคิ้ว,
ก๓๙_1,"คิ้วก่ง, โก่ง, เฉียง, ดก, ตรง, บาง, เรียว, หนา","ดูความหมายใน ท ๑๑๒, ท ๑๘๐-ท ๑๘๖"
ก๓๙_2,คิ้วเข้ม,คิ้วสีดำสนิท เป็นต้น
ก๔๐,จมูก,
ก๔๐_1,"จมูก; พระนาสา, พระนาสิก (ราชา); ฆาน, นาสา, นาสิก (กวี)",อวัยวะสำหรับดมกลิ่นและหายใจเข้าออก [ล.ว่า จมูก]
ก๔๐_2,"สันจมูก, ดั้ง, ดั้งจมูก; สันพระนาสา, สันพระนาสิก (ราชา)",ส่วนของจมูกที่มีลักษณะเป็นสัน
ก๔๐_3,รูจมูก; ช่องพระนาสิก (ราชา); ช่องจมูก (ภาษา); โพรงจมูก (แพทย์),ที่ว่างซึ่งมีทางเข้าออกได้ในจมูก
ก๔๐_4,ขื่อจมูก,แกนกลางระหว่างช่องจมูก [ล.ว่า แผ่น]
ก๔๑,ลักษณะจมูก,
ก๔๑_1,"จมูกงุ้ม, เชิด, โด่ง, โต, บาน, บี้, แบน, แฟบ, ยาว, วิ่น, หัก, แหว่ง, โหว่",ดูความหมายใน ท ๑๔๕-ท ๒๖๕
ก๔๑_2,จมูกรั้น,จมูกร่นขึ้นไป
ก๔๑_3,จมูกฟีบ,จมูกแฟบ
ก๔๑_4,จมูกเป็นสัน,จมูกที่เห็นสันชัดเจน
ก๔๑_5,จมูกคด,จมูกที่ดั้งและปลายจมูกไม่อยู่ในแนวตรง
ก๔๒,ปาก,
ก๔๒_1,ปาก; พระโอษฐ์ (ราชา),อวัยวะมีเป็นช่องสำหรับกินอาหารและเปล่งเสียง [ล.ว่า ปาก]
ก๔๒_2,"ช่องปาก (ภาษา, แพทย์)",ที่ว่างซึ่งมีทางเข้าออกได้ในปาก
ก๔๒_3,ริมฝีปาก,เนื้อริม ๒ ข้างของช่องปาก
ก๔๒_4,"เพดาน, เพดานปาก; พระตาลุ, เพดาน, พระโอษฐ์ (ราชา)",ส่วนบนของช่องปาก
ก๔๓,ลักษณะปาก,
ก๔๓_1,"ปากบาง, แบะ, เบี้ยว, หนา, แหว่ง",ดูความหมายใน ท ๑๕๒-ท ๑๙๐
ก๔๓_2,ปากอิ่มเต็ม,เนื้อริมฝีปากงามสมบูรณ์
ก๔๓_3,ปากเจ่อ,ปากบวมยื่นออกมา
ก๔๔,ลิ้น,
ก๔๔_1,ลิ้น; พระชิวหา (ราชา),อวัยวะรูปแบนๆ ยาวๆ มีหน้าที่กลั้วอาหารให้เข้ากันและช่วยในการออกเสียง
ก๔๔_2,"ลิ้นไก่; ต้นพระชิวหา, มูลพระชิวหา (ราชา)",เนื้อในลำคอที่ยื่นจากเพดานอ่อนสำหรับเปิดปิดช่องจมูก
ก๔๕,ลักษณะลิ้น,
ก๔๕_1,"ลิ้นแบ, ห่อ, สาก","ดูความหมายใน ท ๑๙๐, ท ๒๐๓"
ก๔๖,ฟันและเหงือก,
ก๔๖_1,"ฟัน; ฟันฟาง (ไม่ทางการ); พระทนต์ (ราชา); ทนต์, ทันต์ (กวี)","กระดูกเป็นซี่ๆ อยู่ในปากสำหรับเคี้ยวอาหาร [ล.ว่า ซี่; แถว, ชุด; ล.ราชาว่า องค์]"
ก๔๖_2,ฟันน้ำนม,ฟันชุดแรกสมัยเด็ก
ก๔๖_3,"ฟันถาวร, ฟันแท้",ฟันชุดที่ ๒ ซึ่งขึ้นภายหลังฟันน้ำนม
ก๔๖_4,"เขี้ยว; พระทาฐะ, พระทาฒะ (ราชา)","ฟันแหลมคมอยู่ระหว่างฟันหน้ากับกราม [ล.ว่า เขี้ยว, ซี่]"
ก๔๖_5,กราม; พระกราม (ราชา),ฟันที่อยู่ต้นแถวทั้ง ๒ ข้างสำหรับบดอาหาร
ก๔๖_6,ไรฟัน; ไรพระทนต์ (ราชา),แนวฟันตอนที่เหงือกหุ้ม
ก๔๖_7,รากฟัน,ส่วนของฟันที่ฝังอยู่ในกระดูกที่เป็นเบ้าของฟัน
ก๔๖_8,เคลือบฟัน,ผิวนอกของฟันที่หุ้มเนื้อฟันอยู่
ก๔๖_9,"เหงือก; พระทันตมังสะ, พระทันตมังสา (ราชา)",เนื้อที่หุ้มโคนฟัน
ก๔๗,ลักษณะฟัน,
ก๔๗_1,"ฟันเก, เขยิน, ยื่น, รวน",ดูความหมายใน ท ๑๕๘-ท ๑๙๒
ก๔๗_2,ฟันคุด,ฟันงอกงออยู่ไม่โผล่พ้นเหงือกตามปรกติ
ก๔๘,แก้ม,
ก๔๘_1,แก้ม; พระปราง (ราชา); ปราง (กวี),บริเวณหน้า ๒ ข้างจมูก [ล.ว่า ข้าง]
ก๔๘_2,"กระพุ้งแก้ม; กระพุ้งพระปราง, พระกำโบล (ราชา); กโบล, กำโบล (กวี)",ส่วนในของแก้มที่ป่องออก
ก๔๘_3,โหนกแก้ม,ส่วนของแก้มตรงที่มีกระดูกนูนออกมา
ก๔๘_4,พวงแก้ม,แก้มซึ่งป่องพองออกมา
ก๔๙,ลักษณะแก้ม,
ก๔๙_1,"แก้มตุ่ย, เต่ง, ป่อง, ยุ้ย, อูม","ดูความหมายใน ท ๑๔๕, ท ๑๙๒"
ก๔๙_2,แก้มตอบ,แก้มที่มีลักษณะยุบลึกเข้าไป
ก๔๙_3,แก้มเป็นพวง,แก้มพองห้อยเล็กน้อย
ก๕๐,คาง,
ก๕๐_1,คาง; พระหนุ (ราชา),ส่วนของหน้าอยู่ใต้ปาก [ล.ว่า คาง]
ก๕๐_2,ขากรรไกร; ต้นพระหนุ (ราชา),กระดูกต้นคางที่อ้าขึ้นลง
ก๕๐_3,"กระโดงคาง, ปลายคาง",ส่วนปลายของคาง
ก๕๐_4,ลูกคาง,คาง [เน้นว่ามีลักษณะกลม] เช่น ปากบางลูกคางกลม
ก๕๑,ลักษณะคาง,
ก๕๑_1,"คางกลม, บุ๋ม, มน, ยาน, ยื่น, สาก, เหลี่ยม, แหลม, อูม",ดูความหมายใน ท ๑๓๓-ท ๒๐๓
ก๕๑_2,คางผ่า,คางมีรอยลึกลงเล็กน้อยที่กึ่งกลางเหมือนถูกผ่า
ก๕๒,หู,
ก๕๒_1,"หู; หูเหือง (ไม่เป็นทางการ); พระกรรณ (ราชา), กรรณ, กรรณา, กัณณ์, โสต (กวี)",อวัยวะสำหรับฟัง [ล.ว่า ข้าง] เช่น ยายแก่แล้วหูเหืองไม่ดีต้องพูดดังหน่อย
ก๕๒_2,"รูหู, ช่องหู; ช่องพระกรรณ, ช่องพระโสต (ราชา)",ที่ว่างซึ่งมีทางเข้าออกได้ในหู
ก๕๒_3,แก้วหู,เยื่อในหูสำหรับรับเสียง
ก๕๒_4,กกหู,บริเวณโคนหูส่วนหลังที่ติดกับศีรษะ
ก๕๒_5,บ้องหู,บริเวณรูหู
ก๕๒_6,ใบหู,เนื้อเป็นแผ่นรอบช่องหู
ก๕๒_7,ติ่งหู,"เนื้อส่วนปลายด้านล่างของใบหู [ล.ว่า ข้าง, ติ่ง]"
ก๕๒_8,หมวกหู,เนื้อที่ป่องอยู่ทางด้านหลังของหู
ก๕๓,ลักษณะหู,
ก๕๓_1,"หูกาง, ยาว, เรียว, เล็ก, สั้น, ใหญ่",ดูความหมายใน ท ๑๘๐-ท ๑๘๘
ก๕๔,สภาพการได้ยิน,
ก๕๔_1,หูทิพย์,หูที่มีความสามารถในการได้ยินเสียงเป็นพิเศษอย่างหูเทวดา เช่น ได้ยินเสียงในระยะไกลมาก
ก๕๔_2,หูไว,หูได้ยินเสียงได้เร็ว
ก๕๔_3,หูอื้อ,หูไม่ค่อยได้ยิน รู้สึกเหมือนมีลมอยู่ในหู
ก๕๔_4,"หูแชแม้, หูแชแหม (ปาก)",หูไม่ดี ไม่ได้ยินเสียงหรือได้ยินผิดไป
ก๕๔_5,หูแว่ว,หูได้ยินเสียงแผ่วๆ ไม่ชัดเจน; หูได้ยินเสียงไปเอง
ก๕๔_6,หูฝาด,หูได้ยินเสียงไปเอง
ก๕๔_7,หูเฝื่อน,หูได้ยินเสียงผิดไป
ก๕๔_8,หูหาเรื่อง,หูได้ยินเสียงที่ทำให้เกิดเรื่องทะเลาะวิวาทกับผู้อื่น
ก๕๔_9,หูดับ,หูอื้อไปพักหนึ่งเนื่องจากได้ยินเสียงดังมาก
ก๕๔_10,หูตึง,หูฟังไม่ได้ยินเพราะมีขี้หูเต็มช่องหู
ก๕๔_11,หูเข้าพรรษา (สำ),หูไม่รับรู้รับฟังสิ่งใดๆ
ก๕๔_12,"หูแตก, หูฟังไม่ได้ยิน",[มักใช้แสดงความไม่พอใจ] เช่น เรียกเท่าไรก็ไม่ขาน หูแตกหรือยังไง
ก๕๔_13,หูหนวก,หูที่ขาดสมรรถภาพในการได้ยินเสียง
ก๖๐,– ก ๗๗ ส่วนคอและลำตัว,
ก๖๐_1,"คอ; คอเหนียง (ไม่ทางการ); พระศอ (ราชา); กรรฐ์, กรรฐา, กัณฐ์, กัณฐา, ศอ (กวี)",ส่ววนแห่งร่างกายที่ต่อศีรษะกับตัว [ล.ว่า คอ]
ก๖๐_2,ลำคอ; ลำพระศอ (ราชา),คอ [เน้นที่ความยาวกลมของคอ] เช่น สวมสร้อยรอบลำคอขาวผ่อง
ก๖๐_3,ก้านคอ,คอด้านหลัง
ก๖๐_4,ต้นคอ,ส่วนของคอที่ถัดไหล่ขึ้นไปถึงบริเวณก้านคอ
ก๖๐_5,คอต่อ; พระชัตตุ (ราชา),ส่วนของคอที่ต่อกับท้ายทอย
ก๖๐_6,คอหอย,ส่วนของคอตรงเหนือลูกกระเดือกขึ้นมา
ก๖๐_7,หนอก,ก้อนเนื้อที่นูนขึ้นมาที่ต้นคอของคนบางคน เช่น คอเป็นหนอก
ก๖๐_8,ช่องคอ,ที่ว่างซึ่งมีทางเข้าออกได้ในคอ
ก๖๑,ลักษณะคอ,
ก๖๑_1,"คอยาว, เล็ก, สั้น, ใหญ่, เอียง","ดูความหมายใน ท ๑๘๑, ท ๑๘๒-ท ๑๙๖"
ก๖๑_2,คอตั้ง,คอยืดตรง
ก๖๑_3,คอระหง,คอยาวดูงาม
ก๖๑_4,"คอปล้อง, คอเป็นปล้อง",คอมีรอยเห็นเป็นปล้องๆ
ก๖๒,บ่าและไหล่,
ก๖๒_1,"บ่า; พระอังสา (ราชา); อังสะ, อังสา, อังสประเทศ (เขียน)",ส่วนของร่างกายระหว่างคอกับหัวไหล่ เช่น ลูกศรต้องอังสประเทศ [ล.ว่า ข้าง]
ก๖๒_2,ไหล่,"ส่วนปลายของบ่าตอนที่ติดกับต้นแขน [ล.ว่า ข้าง, ไหล่]"
ก๖๒_3,"หัวไหล่, จะงอยบ่า; พระอังสกุฏ (ราชา)",ปลายไหล่ที่มีลักษณะโค้งลง
ก๖๒_4,ไหปลาร้า; พระรากขวัญ (ราชา),หลุมข้างคอถัดกระดูกไหปลาร้าขึ้นไป
ก๖๓,ลักษณะไหล่,
ก๖๓_1,"ไหล่กว้าง, แคบ, งุ้ม, ลาด, หนา, ห่อ, มน, กลมกลึง",ดูความหมายใน ท ๑๘๐-ท ๑๙๖
ก๖๓_2,ไหล่ผึ่ง,ไหล่กว้างกางออก
ก๖๓_3,ไหล่ตั้ง,ไหล่ที่เกือบจะอยู่ในระดับเดียวกับส่วนต้นของบ่า
ก๖๓_4,ไหล่ลาด,ไหล่ที่อยู่ในระดับต่ำกว่าส่วนต้นของบ่า
ก๖๔,ตัว,
ก๖๔_1,ลำตัว,ส่วนของร่างกายไม่รวมศีรษะและแขนขา
ก๖๔_2,รักแร้; พระกัจฉะ (ราชา); จั๊กกะแร้ (ปาก),ส่วนของร่างกายที่อยู่ใต้โคนแขนเหนือสีข้าง [ล.ว่า ข้าง]
ก๖๔_3,ในร่มผ้า,อวัยวะในบริเวณที่มีผ้าปกปิด เช่น รักแร้
ก๖๕,ลักษณะตัว,
ก๖๕_1,"ตัวกลม, กว้าง, แบน, หนา","ดูความหมายใน ท ๑๘๐, ท ๑๘๑"
ก๖๕_2,ตัวตัน,ตัวหนาและไม่ค่อยมีส่วนโค้งเว้า
ก๖๖,อกและนม,
ก๖๖_1,"ทรวงอก, อก; พระทรวง, พระอุระ (ราชา); ทรวง, อุระ, อุรา (กวี)",ส่วนบนของลำตัวด้านหน้า
ก๖๖_2,แผ่นอก,อกซึ่งมีลักษณะแบน [ใช้แก่อกผู้ชาย]
ก๖๖_3,หน้าอก; หน้าอกหน้าใจ (ไม่ทางการ),ส่วนภายนอกของอก
ก๖๖_4,หัวอก,ส่วนเบื้องบนของอกในระดับหัวใจ
ก๖๖_5,เนินอก,เนื้อเหนืออกที่ค่อยนูนขึ้นเป็นเต้านม
ก๖๖_6,"นม; นมต้ม (ไม่เป็นทางการ); พระเต้า, พระถัน, พระปโยธร (ราชา); ถัน (เขียน); ถน, ปโยธร, ปโยธรา, สถน (กวี)",ส่วนของอก ลักษณะนูนเป็นกระเปาะมี ๒ เต้า [ล.ว่า เต้า]
ก๖๖_7,เต้านม,นม [เน้นสัณฐาน] เช่น ผ่าตัดเต้านม
ก๖๖_8,"หัวนม; พระจูจุกะ, ยอดพระถัน (ราชา)",ส่วนของยอดนม มีรูให้น้ำนมไหลผ่านได้
ก๖๖_9,ของสงวน,นมหญิง
ก๖๖_10,อ้อมอก,อกที่ให้ความอบอุ่น เช่น อ้อมอกแม่
ก๖๗,ลักษณะอกและนม,
ก๖๗_1,"อกกว้าง, แคบ, แบน, พร่อง, แฟบ, ยาน, เล็ก, ใหญ่, อวบ, อวบอิ่ม","ดูความหมายใน ท ๑๒๘-ท ๑๘๒,"
ก๕_1,อกไก่,อกที่มีลักษณะนูนยื่นออกมาอย่างอกไก่
ก๕_2,อกพุ่ง,อกที่นมขนาดใหญ่และไม่หย่อนยาน
ก๕_3,อกตั้ง,อกที่ยืดตรง; อกที่นมไม่หย่อนยาน
ก๕_4,"หน้าอกดินระเบิด, หน้าอกภูเขาไฟระเบิด, อกภูเขา",อกที่นมขนาดใหญ่มาก
ก๕_5,นมคล้อย,นมหย่อนลงเล็กน้อย
ก๕_6,อกรวบ,อกที่มีลักษณะสอบไม่ผาย
ก๖๘,เอว,
ก๖๘_1,"เอว; พระกฏิ, พระกฤษฎี, บั้นพระองค์ (ราชา), กฏิ, จังเก (กวี)",ส่วนกลางของร่างกายระหว่างชายโครงกับกระดูกสะโพก
ก๖๘_2,"กะเอว, สะเอว","เอว [มักหมายถึงเอวด้านข้าง] เช่น อุ้มเข้ากะเอว, เอามือเท้าสะเอว"
ก๖๘_3,บั้นเอว,"เอว [มักหมายถึงเอวด้านหลัง] เช่น บั้นเอวแทบหัก, ปวดบั้นเอว"
ก๖๙,ลักษณะเอว,
ก๖๙_1,"เอวกิ่ว, คอด, บาง, เล็ก, หนา,",ดูความหมายใน ท ๑๘๐-ท ๑๘๒
ก๖๙_2,เอวมดตะนอย,เอวเล็กมาก
ก๗๐,ท้อง พุง และสะดือ,
ก๗๐_1,"ท้อง; นาภี, อุทร (กวี)",ส่วนของร่างกายด้านหน้าตั้งแต่ลิ้นปี่จนถึงบริเวณต้นขา
ก๗๐_2,พุง,"ท้อง [มักหมายถึงท้องที่ยื่น] เช่น เป็นคนไม่มีพุง, ออกกำลังให้พุงยุบ"
ก๗๐_3,"ครรภ์; พระครรภ์, พระครรภ์โภทร, พระคัพโภทร (ราชา); ครรโภทร, คัพโภทร (กวี)",ท้องผู้หญิงที่มีลูก เช่น หญิงมีครรภ์
ก๗๐_4,พระนาภี (ราชา),ท้อง [ใช้สำหรับเจ้านายที่ทรงมีพระอาการประชวร] เช่น ปวดพระนาภี
ก๗๐_5,พระอุทร (ราชา),ท้อง เช่น มีหนองคั่งในพระอุทร (อาจใช้สำหรับแสดงสายสัมพันธ์ เช่น ทรงเป็นพระขนิษฐาร่วมพระอุทร)
ก๗๐_6,หน้าท้อง,ส่วนบนของท้องที่เห็นกลมมน เช่น ไม่มีหน้าท้อง
ก๗๐_7,ท้องน้อย,ส่วนของท้องระหว่างสะดือกับหัวหน่าว
ก๗๐_8,หัวหน่าว,ส่วนของร่างกายใต้ท้องน้อยลงไป
ก๗๐_9,สะดือ,ส่วนของร่างกายอยู่ตรงกลางพื้นท้องเป็นรูหวำเข้าไป
ก๗๐_10,หนอก,เนื้อใต้ท้องน้อย
ก๗๑,ลักษณะท้อง พุง และสะดือ,
ก๗๑_1,"ท้องกิ่ว, ป่อง, แฟบ, โย้","ดูความหมายใน ท ๑๔๕, ท ๑๘๐-ท ๑๘๗"
ก๗๑_2,ท้องหมา,หน้าท้องแฟบ
ก๗๑_3,ท้องหมู,หน้าท้องมีไขมันมาก
ก๗๑_4,"พุงกลม, โต, ปลิ้น, แฟบ, ยื่น, ยุ้ย, ใหญ่",ดูความหมายใน ท ๑๔๕-ท ๑๙๒
ก๗๑_5,พุงพลุ้ย,พุงยื่นออกมาเพราะมีไขมัน
ก๗๑_6,พุงโร,พุงโตเพราะเป็นโรค
ก๗๑_7,ลงพุง,มีพุงพลุ้ย
ก๗๑_8,"สะดือกลวงโบ๋, โบ๋",ดูความหมายใน ท ๑๕๕
ก๗๑_9,สะดือจุ่น,สะดือโปนออกมา
ก๗๒,หลังและสีข้าง,
ก๗๒_1,"หลัง; พระขนอง, พระปฤษฎางค์ (ราชา); ขนอง, ปฤษฎางค์ (กวี)",ซีกของกายที่ตรงข้ามกับหน้าอก
ก๗๒_2,แผ่นหลัง,หลังซึ่งมีลักษณะแบน
ก๗๒_3,สันหลัง,ส่วนของร่างกายด้านหลังซึ่งมีกระดูกเป็นแนวนูนลงมาตลอดหลัง
ก๗๒_4,ชายโครง,บริเวณที่สุดกระดูกซี่โครงทางด้านข้าง
ก๗๒_5,กระเบนเหน็บ,บริเวณหัวกระดูกฐานด้านหลังกระดูกเชิงกรานต่อกับต้นกระดูกสันหลัง
ก๗๒_6,สีข้าง; พระปรัศว์ (ราชา),ข้างของร่างกายถัดรักแร้ลงมาถึงสะเอว
ก๗๓,ลักษณะหลัง,
ก๗๓_1,"หลังโกง, ตรง, ยาว, แอ่น",ดูความหมายใน ท ๑๘๑-ท ๑๘๗
ก๗๓_2,หลังค่อม,หลังงอมาก
ก๗๓_3,หลังกุ้ง,หลังโกงน้อยๆ
ก๗๔,สะโพก ก้น,
ก๗๔_1,"ตะโพก, สะโพก; พระโสณี (ราชา)",ส่วนของร่างกายเบื้องหลังถัดจากบั้นเอวลงไป มีเนื้อเป็นกระพุ้งทั้ง ๒ ข้าง
ก๗๔_2,ก้นย้อย,ก้นที่มีเนื้อย้อยออกมา
ก๗๔_3,แก้มก้น,เนื้อก้น ๒ ข้างที่ยุ้ยออกมา
ก๗๔_4,ก้นอ้อย,เนื้อก้น ๒ ข้างตรงที่นั่งทับ
ก๗๔_5,บั้นท้าย (ปาก),สะโพก; ก้น [ใช้แก่ผู้หญิง]
ก๗๕,ลักษณะสะโพกและก้น,
ก๗๕_1,"สะโพกผาย, กลมกลึง","ดูความหมายใน ท ๑๘๘, ท๑๘๐"
ก๗๕_2,"ก้องอน, แฟบ, ยื่น","ดูความหมายในใน ท ๑๘๘, ท ๑๔๕, ท ๑๕๘"
ก๗๕_3,ก้นปอด,ก้นสอบเล็กผิดปรกติ
ก๗๖,อวัยวะสืบพันธุ์,
ก๗๖_1,"ของลับ, ที่ลับ, อวัยวะเพศ, อวัยวะสืบพันธุ์",ส่วนของร่างกายที่แสดงเพศและใช้ในการสืบพันธุ์
ก๗๖_2,"องคชาต; ควย (ต่ำ); กระดอ (ปาก); พระคุยหฐาน, พระคุยหประเทศ (ราชา)",อวัยวะสืบพันธุ์ชาย
ก๗๖_3,โยนี; หี (ต่ำ); จิ๋ม (ปาก); พระโยนี (ราชา),อวัยวะสืบพันธุ์หญิง
ก๗๖_4,"กระเจี๊ยว, ไอ้เจี๊ยว (ปาก)",อวัยวะสืบพันธุ์เด็กชายเล็กๆ
ก๗๖_5,"อัณฑะ; กระโปก, กะหำ, ไข่, ไข่หำ (ปาก); พระอัณฑะ (ราชา)",ส่วนหนึ่งของอวัยวะสืบพันธุ์ชายหรือสัตว์ตัวผู้
ก๗๖_6,ช่องคลอด,ช่องที่อวัยวะสืบพันธุ์ซึ่งทารกคลอดออกมา
ก๗๗,ช่องถ่ายสิ่งสกปรก,
ก๗๗_1,ทวาร,ช่องถ่ายสิ่งสกปรกจากร่างกาย [มักหมายถึงทวารหนัก] เช่น สวนทวาร
ก๗๗_2,ทวารหนัก,ช่องถ่ายอุจจาระจากร่างกาย
ก๗๗_3,ทวารเบา,ช่องถ่ายปัสสาวะจากร่างกาย
ก๗๗_4,หูรูด,ปากช่องทวารหนักที่กระหมิบเข้าแล้วคล้ายปากถุงที่รูด
ก๘๐,– ก ๘๗ ส่วนแขน ขา มือ เท้า,
ก๘๐_1,แขน; แขนแมน (ไม่ทางการ),"อวัยวะที่ต่อจากไหล่ทั้ง ๒ ข้าง [ล.ว่า ข้าง, แขน]"
ก๘๐_2,"ต้นแขน; พระพาหา, พระพาหุ (ราชา); พาหา (กวี)",อวัยวะจากไหล่ถึงข้อศอก
ก๘๐_3,ปลายแขน; พระกร (ราชา); กร (กวี),อวัยวะจากข้อศอกถึงข้อมือ
ก๘๐_4,ท้องแขน,ส่วนของแขนด้านใน
ก๘๐_5,"ศอก; กโบร, กรรปุร (กวี)",ส่วนของแขนตั้งแต่ข้อพับถึงปลายนิ้วกลาง
ก๘๐_6,"ข้อศอก; พระกโประ, พระกัประ (ราชา), กโบร (กวี)",กระดูกแข็งแรงตรงส่วนต่อระหว่างต้นแขนกับปลายแขน
ก๘๐_7,ข้อพับ,ส่วนของแขนที่พับได้อยู่หน้าศอก
ก๘๐_8,วงแขน,แขนที่งอเป็นวง
ก๘๐_9,อ้อมแขน,แขนที่โอบรอบสิ่งหนึ่งไว้กับตน เช่น เธอโผเข้าสู่อ้อมแขนของเขา
ก๘๐_10,อ้อมกอด,แขนที่โอบกอดสิ่งหนึ่งไว้ เช่น ตุ๊กตาในอ้อมกอด
ก๘๑,ลักษณะแขนและศอก,
ก๘๑_1,"แขนกลมกลึง, ลีบ, เล็ก, ใหญ่",ดูความหมายใน ท ๑๘๐-ท ๑๘๒
ก๘๑_2,แขนคอก,แขนพิการเหยียดตรงไม่ได้
ก๘๑_3,"ศอกด้าน, แหลม","ดูความหมายใน ท ๒๐๓, ท ๑๘๘"
ก๘๒,ขาและน่อง,
ก๘๒_1,ขา: แข้งขา (ไม่เป็นทางการ),"อวัยวะตั้งแต่ตะโพกถึงข้อเท้าสำหรับยันกายและเดินเป็นต้น [ล.ว่า ขา, ข้าง]"
ก๘๒_2,โคนขา; พระอูรุ (ราชา),ส่วนต้นของขา
ก๘๒_3,ต้นขา; พระอูรุ (ราชา),ขาตั้งแต่โคนขาถึงหัวเข่า
ก๘๒_4,"เข่า, หัวเข่า; พระชานุ (ราชา); ชันนุ, ชันนุกะ, ชานุกะ (กวี)",ส่วนที่ต่อต้นขากับแข้ง [ล.ว่า ข้าง]
ก๘๒_5,"แข้ง, หน้าแข้ง; พระชงฆ์ (ราชา); ชงฆา (กวี)",ขาจากหัวเข่าด้านหน้าถึงข้อเท้า [ล.ว่า ข้าง]
ก๘๒_6,หน้าขา,ส่วนหน้าของขาตั้งแต่โคนขาถึงหัวเข่า
ก๘๒_7,ตัก; พระเพลา (ราชา); เพลา (กวี),หน้าขาในเวลานั่ง
ก๘๒_8,ขาหนีบ,ส่วนที่ต่อขากับท้อง
ก๘๒_9,ขาพับ,ส่วนของขาที่พับได้อยู่หลังเข่า [ล.ว่า ข้าง]
ก๘๒_10,ท้องขา,ส่วนหลังของขา
ก๘๒_11,ขาอ่อน; พระอูรุ (ราชา),ส่วนหลังของขานับแต่โคนขาถึงขาพับ
ก๘๒_12,น่อง; หลังพระชงฆ์ (ราชา),"กล้ามเนื้อที่อยู่ด้านหลังหน้าแข้ง [ล.ว่า ข้าง, น่อง]"
ก๘๒_13,ท้องน่อง,ส่วนของขาเบื้องหลังตรงข้ามกับหน้าแข้ง มีลักษณะโค้งนูน [ล.ว่า ข้าง]
